FECHA;TMEDIA;PRECIPITACION;TMIN;TMAX;VELMEDIA;RACHA;SOL;PRESMAX;PRESMIN;AÃ‘O;MES;DIA;CIUDAD;ESTACION
19/03/2012;8.6;1.7;1;16.2;0.3;8.6;8;949.5;946.7;2012;3;19;Albacete;Invierno
20/03/2012;9.6;0;6.7;12.5;3.6;8.9;7.9;1029.3;1024.6;2012;3;20;Santander;Primavera
20/03/2012;3.3;29.8;0.2;6.4;2.5;9.2;0;949.4;943.4;2012;3;20;Albacete;Primavera
21/03/2012;9.6;0.8;7.3;11.9;1.9;8.6;0.4;1024.6;1015.4;2012;3;21;Santander;Primavera
21/03/2012;4.6;0;0.2;8.9;0.8;4.2;6.1;945.4;941.2;2012;3;21;Albacete;Primavera
22/03/2012;10.2;0;5.8;14.5;3.3;8.1;11.8;1017.3;1014.1;2012;3;22;Santander;Primavera
22/03/2012;7.2;0;-0.5;14.9;1.1;5.8;9.6;946.9;944.3;2012;3;22;Albacete;Primavera
23/03/2012;11.4;0;7.6;15.1;6.4;12.5;10.4;1016.3;1009.6;2012;3;23;Santander;Primavera
23/03/2012;9.8;0;1.6;18;0.8;8.9;8.7;946.3;941.5;2012;3;23;Albacete;Primavera
24/03/2012;16.8;0;12.2;21.4;5;11.9;11.9;1015.2;1009.4;2012;3;24;Santander;Primavera
24/03/2012;9.8;0;3.9;15.8;0.8;6.4;3.8;946.1;943.5;2012;3;24;Albacete;Primavera
25/03/2012;14.6;0;11.9;17.3;3.9;8.6;11.7;1018.1;1015.1;2012;3;25;Santander;Primavera
25/03/2012;11.7;0;2.4;21;1.1;8.1;10.8;947.1;944.3;2012;3;25;Albacete;Primavera
26/03/2012;15.2;0;11.6;18.9;4.4;11.4;11.3;1016.6;1014.3;2012;3;26;Santander;Primavera
26/03/2012;11.3;0;2.6;20;1.1;8.1;9.9;947.5;944.7;2012;3;26;Albacete;Primavera
27/03/2012;17.9;0;13.8;22;5.8;13.6;11.6;1018.1;1015.5;2012;3;27;Santander;Primavera
27/03/2012;11.6;0;3.4;19.8;1.4;9.2;10.4;948.4;946;2012;3;27;Albacete;Primavera
28/03/2012;15.9;0;11.4;20.4;3.1;9.4;11.6;1019.1;1016.4;2012;3;28;Santander;Primavera
28/03/2012;11.6;0;3;20.1;1.4;10;11.1;947.5;944.5;2012;3;28;Albacete;Primavera
29/03/2012;13.2;0;10.7;15.8;1.9;5.8;11.6;1016.4;1013.7;2012;3;29;Santander;Primavera
29/03/2012;11.9;0;3.3;20.5;1.1;7.8;11.1;944.9;940.7;2012;3;29;Albacete;Primavera
30/03/2012;11.1;0;8.1;14.1;1.9;5;9.4;1014.8;1010;2012;3;30;Santander;Primavera
30/03/2012;12.6;0;2.9;22.2;1.1;7.2;10.2;942.5;936.5;2012;3;30;Albacete;Primavera
31/03/2012;12.8;0;10.8;14.9;2.5;5.8;11.2;1010;1005.9;2012;3;31;Santander;Primavera
31/03/2012;13.4;0;5.3;21.5;0.3;5;9.1;936.5;932.4;2012;3;31;Albacete;Primavera
01/04/2012;12.5;0;10.5;14.5;3.1;6.7;4.4;1006.5;1003.9;2012;4;1;Santander;Primavera
01/04/2012;16.2;0;9.2;23.2;1.4;5.8;9.1;933.6;929.5;2012;4;1;Albacete;Primavera
02/04/2012;11.6;0;9.6;13.5;2.5;5.8;8.5;1003.9;1001.1;2012;4;2;Santander;Primavera
02/04/2012;14.6;0.4;8.9;20.3;0.6;7.8;6.3;931.8;928.7;2012;4;2;Albacete;Primavera
03/04/2012;10.4;1;9.1;11.6;2.8;7.5;0;1004.1;1000.8;2012;4;3;Santander;Primavera
03/04/2012;13.8;4.2;9.8;17.7;1.4;8.6;2.5;930.9;928;2012;4;3;Albacete;Primavera
04/04/2012;11;8.6;8.7;13.4;3.1;10;6.3;1003.9;1002.3;2012;4;4;Santander;Primavera
04/04/2012;12.6;0.3;9.4;15.7;1.9;7.5;0.8;931.2;928.7;2012;4;4;Albacete;Primavera
05/04/2012;8.1;6.2;6.6;9.6;3.1;13.9;0;1004.5;1001.6;2012;4;5;Santander;Primavera
05/04/2012;10.9;3.3;7.4;14.4;0.3;6.1;9.1;931.4;929.7;2012;4;5;Albacete;Primavera
06/04/2012;9.7;16.6;7.8;11.6;2.2;8.9;0.2;1001.8;999.4;2012;4;6;Santander;Primavera
06/04/2012;8.5;0;4.7;12.3;2.2;11.4;9.1;935.8;929.9;2012;4;6;Albacete;Primavera
07/04/2012;9.7;1;7.5;11.9;5.8;12.5;0.8;1012.9;999.9;2012;4;7;Santander;Primavera
07/04/2012;9.4;0;5.2;13.6;1.9;12.5;9.1;938.9;934.8;2012;4;7;Albacete;Primavera
08/04/2012;11.5;0;9.5;13.5;3.3;10.8;2.8;1014.5;1011.9;2012;4;8;Santander;Primavera
08/04/2012;11;0;3.2;18.9;2.8;9.4;9.1;940.7;938.1;2012;4;8;Albacete;Primavera
09/04/2012;12.8;0;10.4;15.3;3.1;7.5;11.9;1011.9;998;2012;4;9;Santander;Primavera
09/04/2012;15;0;5.7;24.2;0.6;5.8;11.9;939.6;932;2012;4;9;Albacete;Primavera
10/04/2012;10.7;8;8.7;12.7;7.2;21.4;4;1001.8;993.3;2012;4;10;Santander;Primavera
10/04/2012;16;0;12.1;19.9;4.3;16.4;9.4;933.3;929.4;2012;4;10;Albacete;Primavera
11/04/2012;12;5.2;9.4;14.7;4.7;15.6;0.8;1002.6;997.8;2012;4;11;Santander;Primavera
11/04/2012;14.1;0;8.7;19.5;2.8;10.8;10.7;935.8;931.3;2012;4;11;Albacete;Primavera
12/04/2012;11;23;8.5;13.4;6.7;14.7;7.7;1003.2;997.6;2012;4;12;Santander;Primavera
12/04/2012;11.7;0.2;8.2;15.2;1.7;6.9;2.7;935.4;926.1;2012;4;12;Albacete;Primavera
13/04/2012;10;10;8;12;4.7;12.1;4.3;1003.4;999;2012;4;13;Santander;Primavera
13/04/2012;11;0;6.9;15;3.1;14.2;10.9;933.1;926.9;2012;4;13;Albacete;Primavera
14/04/2012;9.4;17.6;7.5;11.4;4.7;12.1;0.3;1003.9;995.3;2012;4;14;Santander;Primavera
14/04/2012;9.2;6.2;5.5;12.8;4.3;17.5;2;932.7;926.7;2012;4;14;Albacete;Primavera
15/04/2012;9.2;6.8;7.6;10.9;4.7;12.1;0.7;1017.5;1003;2012;4;15;Santander;Primavera
15/04/2012;8.4;0;3.7;13.2;3.1;11.1;11;936;929.6;2012;4;15;Albacete;Primavera
16/04/2012;9.5;0;7.8;11.2;4.7;12.1;8.4;1021.2;1017.5;2012;4;16;Santander;Primavera
16/04/2012;8.5;0;2.4;14.6;3.6;11.4;12.6;940.9;936;2012;4;16;Albacete;Primavera
17/04/2012;11.8;3;7.5;16;4.7;12.1;1.2;1017.9;1005.2;2012;4;17;Santander;Primavera
17/04/2012;10.1;0;1.5;18.7;3.6;12.8;12.5;941.3;935.7;2012;4;17;Albacete;Primavera
18/04/2012;10.3;19.6;8.7;11.9;4.7;12.1;0;1005.2;993.1;2012;4;18;Santander;Primavera
18/04/2012;12.4;0;9.8;14.9;4.3;13.9;5.6;935.7;929.5;2012;4;18;Albacete;Primavera
19/04/2012;10.1;33.8;7.9;12.3;4.7;12.1;4.2;998.9;990.7;2012;4;19;Santander;Primavera
19/04/2012;12.4;1.3;8.3;16.4;4.3;17.5;9.7;930.5;927.3;2012;4;19;Albacete;Primavera
20/04/2012;11.4;5.8;8.8;14.1;4.7;12.1;1.6;1004.9;997.6;2012;4;20;Santander;Primavera
20/04/2012;11.3;0;6.6;16;3.3;13.6;7.9;936.6;930.5;2012;4;20;Albacete;Primavera
21/04/2012;11.2;6.8;9.4;13;4.7;12.1;0.5;1011.5;1001.5;2012;4;21;Santander;Primavera
21/04/2012;15;0;9.7;20.3;3.1;9.7;9.1;939.3;936.6;2012;4;21;Albacete;Primavera
22/04/2012;11.3;0;9.1;13.5;4.7;12.1;6.1;1011.8;1008.3;2012;4;22;Santander;Primavera
22/04/2012;16;0;9.8;22.2;2.2;9.2;9.1;939.4;935.6;2012;4;22;Albacete;Primavera
23/04/2012;11.2;7.2;9;13.4;4.7;12.1;1.7;1008.3;1001.3;2012;4;23;Santander;Primavera
23/04/2012;14.6;0;8;21.1;4.2;13.3;11.3;938.4;934.7;2012;4;23;Albacete;Primavera
24/04/2012;10.4;0;7.5;13.2;4.7;12.1;7.5;1008.2;994.5;2012;4;24;Santander;Primavera
24/04/2012;13.4;0;9.6;17.1;2.8;11.7;7.7;938.4;935.5;2012;4;24;Albacete;Primavera
25/04/2012;13.6;0;10.7;16.4;4.7;12.1;5.3;994.5;987.5;2012;4;25;Santander;Primavera
25/04/2012;15.7;0;7.9;23.5;2.2;12.5;9.6;936;929.7;2012;4;25;Albacete;Primavera
26/04/2012;13.6;0;10.6;16.5;4.7;12.1;0.1;1005.4;993.7;2012;4;26;Santander;Primavera
26/04/2012;18.8;0;10.2;27.3;1.9;9.7;12.4;934.6;931.4;2012;4;26;Albacete;Primavera
27/04/2012;11.4;9.6;9.3;13.6;4.7;12.1;0;1005.5;1004.3;2012;4;27;Santander;Primavera
27/04/2012;19.2;0.8;12.3;26;0.6;7.8;8.7;934.8;931.1;2012;4;27;Albacete;Primavera
28/04/2012;9.3;32;7.9;10.7;4.7;12.1;0;1004.8;998.7;2012;4;28;Santander;Primavera
28/04/2012;12.2;9.7;7.6;16.8;2.8;13.6;9.1;934.7;927.5;2012;4;28;Albacete;Primavera
29/04/2012;10.8;1.8;7.9;13.7;4.7;12.1;7.1;1005.7;999.9;2012;4;29;Santander;Primavera
29/04/2012;10.1;8.7;6;14.2;1.7;9.4;9.1;936.1;933.9;2012;4;29;Albacete;Primavera
30/04/2012;10.6;0.2;8.1;13.1;4.7;12.1;6.1;1005.9;1004.4;2012;4;30;Santander;Primavera
30/04/2012;10;8.1;5.7;14.3;2.2;10.6;7.6;938.8;935;2012;4;30;Albacete;Primavera
01/05/2012;14;0;8.1;19.8;4.7;12.1;13.5;1007;1003.8;2012;5;1;Santander;Primavera
01/05/2012;10.8;0;3.6;18;1.1;6.4;8.1;939.6;936.4;2012;5;1;Albacete;Primavera
02/05/2012;16.8;0;12.2;21.4;4.7;12.1;12.8;1007;1004.2;2012;5;2;Santander;Primavera
02/05/2012;13.6;0;6.9;20.3;0.6;5.8;12.1;939.5;937.4;2012;5;2;Albacete;Primavera
03/05/2012;17.4;1;12.1;22.7;4.7;12.1;4.7;1004.2;1000.1;2012;5;3;Santander;Primavera
03/05/2012;16;0;9.4;22.5;2.5;9.7;11.7;938.9;935;2012;5;3;Albacete;Primavera
04/05/2012;15.6;1.2;11.9;19.2;4.7;12.1;8.6;1000.6;997.3;2012;5;4;Santander;Primavera
04/05/2012;13.8;4;11;16.7;2.8;10.3;3.5;937.1;934.7;2012;5;4;Albacete;Primavera
05/05/2012;13.3;0;10.8;15.8;4.7;12.1;9.3;1005.2;998.3;2012;5;5;Santander;Primavera
05/05/2012;11.8;12.1;9.5;14;1.4;6.9;9.1;935.6;933.9;2012;5;5;Albacete;Primavera
06/05/2012;13.4;0;11;15.7;4.7;12.1;10.2;1011.4;1005.1;2012;5;6;Santander;Primavera
06/05/2012;13.8;0.1;9;18.7;1.9;8.3;9.1;942.4;934.3;2012;5;6;Albacete;Primavera
07/05/2012;16.4;0;11;21.9;4.7;12.1;9.6;1011;1004.2;2012;5;7;Santander;Primavera
07/05/2012;15.4;0;7.7;23.2;0.6;6.7;12.5;943.8;941.5;2012;5;7;Albacete;Primavera
08/05/2012;17.7;3.6;14.6;20.8;4.7;12.1;4.7;1007.5;1004.1;2012;5;8;Santander;Primavera
08/05/2012;19.2;0;12.7;25.6;1.4;6.9;10.7;943.3;940.8;2012;5;8;Albacete;Primavera
09/05/2012;21.3;0;14;28.6;4.7;12.1;12.2;1008.6;1006;2012;5;9;Santander;Primavera
09/05/2012;21.4;0;13.9;29;0.8;7.2;13.7;943.8;940.9;2012;5;9;Albacete;Primavera
10/05/2012;24.8;0;16.1;31.4;4.7;12.1;12.4;1015.7;1006.6;2012;5;10;Santander;Primavera
10/05/2012;21;0;12.3;29.8;1.4;8.6;13.5;948;943.8;2012;5;10;Albacete;Primavera
11/05/2012;16;0;14.2;17.9;4.7;12.1;0.1;1022.7;1014.8;2012;5;11;Santander;Primavera
11/05/2012;21.1;0;11.6;30.6;1.1;8.6;12.8;949.3;946.7;2012;5;11;Albacete;Primavera
12/05/2012;14.6;0;13.1;16;4.7;12.1;0;1024.5;1021.9;2012;5;12;Santander;Primavera
12/05/2012;24.4;0;15;33.9;1.7;8.3;12.3;949.2;946.2;2012;5;12;Albacete;Primavera
13/05/2012;14;0;11.5;16.4;4.7;12.1;8;1021.9;1016;2012;5;13;Santander;Primavera
13/05/2012;25.4;0;16.7;34;1.7;13.6;11.2;947.2;940.3;2012;5;13;Albacete;Primavera
14/05/2012;13.4;0;10.3;16.4;4.7;12.1;13;1016.9;1013.3;2012;5;14;Santander;Primavera
14/05/2012;23;0;14.1;32;1.4;9.4;13.3;941.4;936.5;2012;5;14;Albacete;Primavera
15/05/2012;13.2;0;11.4;15;4.7;12.1;10.5;1020;1016.2;2012;5;15;Santander;Primavera
15/05/2012;21.7;0;13;30.4;1.4;8.1;13.4;941.3;938.8;2012;5;15;Albacete;Primavera
16/05/2012;13;0;10.5;15.4;4.7;12.1;11.8;1019.8;1004.6;2012;5;16;Santander;Primavera
16/05/2012;20.8;0;12;29.7;1.4;9.2;12;943.4;940.6;2012;5;16;Albacete;Primavera
17/05/2012;19.4;0;13.3;25.5;4.7;12.1;7.4;1005;998.4;2012;5;17;Santander;Primavera
17/05/2012;21.8;0;13.6;30.1;1.1;8.1;10;942.5;932.9;2012;5;17;Albacete;Primavera
18/05/2012;12.8;15.8;11.1;14.4;4.7;12.1;5.7;1005.5;1002.6;2012;5;18;Santander;Primavera
18/05/2012;24.1;0;18.4;29.8;2.5;11.7;10.3;933.2;930.9;2012;5;18;Albacete;Primavera
19/05/2012;11.4;28.2;10.1;12.6;4.7;12.1;0;1003.7;1000.3;2012;5;19;Santander;Primavera
19/05/2012;18;0;13.3;22.8;3.3;15.8;9.1;933.8;930.6;2012;5;19;Albacete;Primavera
20/05/2012;11.6;10.2;9.5;13.7;4.7;12.1;3;1006.6;1002.3;2012;5;20;Santander;Primavera
20/05/2012;12.6;8.7;8.1;17;3.3;16.9;9.1;935;931;2012;5;20;Albacete;Primavera
21/05/2012;12.1;9;10.9;13.3;4.7;12.1;0;1013.9;1005.2;2012;5;21;Santander;Primavera
21/05/2012;12.7;0;6.4;19;3.6;12.5;13;941.6;935;2012;5;21;Albacete;Primavera
22/05/2012;14.5;0.2;12.3;16.7;4.7;12.1;5.7;1018.3;1013.3;2012;5;22;Santander;Primavera
22/05/2012;16.5;0;7.6;25.4;2.2;10.6;13.7;943.7;941.1;2012;5;22;Albacete;Primavera
23/05/2012;13.6;0;10.6;16.7;4.7;12.1;14.4;1017.7;1016.5;2012;5;23;Santander;Primavera
23/05/2012;19.7;0;9.6;29.8;1.1;6.1;13.7;944.6;942.3;2012;5;23;Albacete;Primavera
24/05/2012;15;0;12.7;17.2;4.7;12.1;13.9;1017;1008.7;2012;5;24;Santander;Primavera
24/05/2012;21.8;0;11.7;32;1.1;9.7;13.8;943.7;939.4;2012;5;24;Albacete;Primavera
25/05/2012;18.7;2;13.9;23.5;4.7;12.1;11.6;1008.7;999.8;2012;5;25;Santander;Primavera
25/05/2012;23;0;14.8;31.2;1.1;9.7;11.5;940.5;936;2012;5;25;Albacete;Primavera
26/05/2012;16.3;0;13;19.6;4.7;12.1;11.7;1012.5;1006.8;2012;5;26;Santander;Primavera
26/05/2012;23;0;15.6;30.3;1.1;8.3;9.1;940.5;938.1;2012;5;26;Albacete;Primavera
27/05/2012;15.3;0;12.3;18.3;4.7;12.1;13.3;1012.8;1011.2;2012;5;27;Santander;Primavera
27/05/2012;21.4;0;13.5;29.4;1.1;5.8;9.1;941.6;938;2012;5;27;Albacete;Primavera
28/05/2012;15.2;0;12.1;18.4;4.7;12.1;12.3;1012.8;1009;2012;5;28;Santander;Primavera
28/05/2012;22.2;0;13.6;30.8;0.8;7.8;13.2;939.1;936.3;2012;5;28;Albacete;Primavera
29/05/2012;15.5;0;13.5;17.5;4.7;12.1;5.9;1013.4;1007.1;2012;5;29;Santander;Primavera
29/05/2012;22.2;0;13.3;31;1.4;6.4;13.4;940;937.6;2012;5;29;Albacete;Primavera
30/05/2012;16.4;0;14.1;18.6;2.8;5.8;14.1;1017.2;1012.9;2012;5;30;Santander;Primavera
30/05/2012;22.8;0;15.4;30.2;1.1;8.6;7.4;943.5;940;2012;5;30;Albacete;Primavera
31/05/2012;16.2;0;13.8;18.6;6.7;13.1;13.7;1016.8;1010.7;2012;5;31;Santander;Primavera
31/05/2012;21.6;0;13.4;29.7;1.4;10.8;13.3;944.1;941.6;2012;5;31;Albacete;Primavera
01/06/2012;20.2;1.2;14.7;25.7;5;13.3;11.1;1010.7;1003.9;2012;6;1;Santander;Primavera
01/06/2012;24.4;0;15.3;33.4;1.7;8.3;12.4;942.7;938.6;2012;6;1;Albacete;Primavera
02/06/2012;19.7;10.4;15.5;23.9;8.3;16.1;6.1;1010.4;1001.3;2012;6;2;Santander;Primavera
02/06/2012;26.4;1;19.1;33.6;1.1;7.8;10.2;939.8;936.5;2012;6;2;Albacete;Primavera
03/06/2012;16.4;0;13.9;18.8;2.2;9.4;6.9;1013;1009.4;2012;6;3;Santander;Primavera
03/06/2012;23.6;0;18.8;28.5;1.9;9.4;9.2;940.4;937.8;2012;6;3;Albacete;Primavera
04/06/2012;16.6;0;14.1;19.1;2.8;6.7;12.6;1013.7;1012;2012;6;4;Santander;Primavera
04/06/2012;23.8;0;15;32.7;0.8;7.5;13.7;941;938.2;2012;6;4;Albacete;Primavera
05/06/2012;17.2;0;13.5;20.8;1.9;7.2;11.9;1012.4;1007.5;2012;6;5;Santander;Primavera
05/06/2012;24.2;0;14.6;33.8;1.4;9.7;13.8;941.2;937.6;2012;6;5;Albacete;Primavera
06/06/2012;18.8;0;15.9;21.6;5.6;12.2;3.1;1007.7;996.2;2012;6;6;Santander;Primavera
06/06/2012;26.7;0;19;34.4;2.2;9.2;13.9;939;933.9;2012;6;6;Albacete;Primavera
07/06/2012;18.4;1;15;21.8;1.9;13.3;4.6;1006.2;993.9;2012;6;7;Santander;Primavera
07/06/2012;26.9;0;20.8;33;2.2;11.1;9.4;934.9;931.8;2012;6;7;Albacete;Primavera
08/06/2012;16.6;0;14.9;18.4;3.9;8.9;6.6;1014.1;1006.2;2012;6;8;Santander;Primavera
08/06/2012;22.1;0;16.5;27.7;1.7;8.9;7.2;940.7;934.9;2012;6;8;Albacete;Primavera
09/06/2012;15.7;1.6;13.7;17.7;2.5;6.9;0.5;1013.3;1007.9;2012;6;9;Santander;Primavera
09/06/2012;21.6;0;13.7;29.5;1.9;8.9;9.1;942.8;940.6;2012;6;9;Albacete;Primavera
10/06/2012;18.2;0.6;15.9;20.4;4.4;13.1;0.6;1008.5;1003.9;2012;6;10;Santander;Primavera
10/06/2012;23.3;0;16.1;30.5;2.8;11.9;9.1;942;937.3;2012;6;10;Albacete;Primavera
11/06/2012;17.1;13.8;14.8;19.4;5.8;16.1;8.1;1007.8;1002.4;2012;6;11;Santander;Primavera
11/06/2012;22.6;0;16.8;28.5;3.3;14.7;10.4;938.3;933.3;2012;6;11;Albacete;Primavera
12/06/2012;15.6;2;13.5;17.7;7.2;16.7;6.1;1013.8;1005.6;2012;6;12;Santander;Primavera
12/06/2012;18.8;0;11.9;25.8;2.2;10;14.1;939.7;936;2012;6;12;Albacete;Primavera
13/06/2012;15.2;0;13;17.4;4.2;11.1;7.3;1014.4;1008.4;2012;6;13;Santander;Primavera
13/06/2012;20;0;10.7;29.3;0.8;9.2;13.9;941.2;937.6;2012;6;13;Albacete;Primavera
14/06/2012;16.3;0;11.9;20.7;2.2;7.8;13.9;1009.6;1003.9;2012;6;14;Santander;Primavera
14/06/2012;21.8;0;12.3;31.3;1.1;7.8;13.9;941.8;938.4;2012;6;14;Albacete;Primavera
15/06/2012;18.8;0;15.1;22.6;4.7;11.1;13.6;1011.2;1005.9;2012;6;15;Santander;Primavera
15/06/2012;24;0;14.2;33.8;0;7.8;13.9;943.4;940.4;2012;6;15;Albacete;Primavera
16/06/2012;15.9;0.8;14.4;17.4;3.3;9.7;0;1017.3;1009.3;2012;6;16;Santander;Primavera
16/06/2012;24.8;0;14.7;35;0.6;7.5;13.2;944.5;941.3;2012;6;16;Albacete;Primavera
17/06/2012;17.7;4.6;15;20.4;5.6;13.6;8.5;1016.4;1003.8;2012;6;17;Santander;Primavera
17/06/2012;25.8;0;18;33.7;1.4;10;12.4;943.4;938.9;2012;6;17;Albacete;Primavera
18/06/2012;15.2;2.4;13.9;16.5;4.2;10.8;0;1014.6;1010.8;2012;6;18;Santander;Primavera
18/06/2012;25.7;1.7;16.5;34.9;1.4;10.8;9.6;941;937.4;2012;6;18;Albacete;Primavera
19/06/2012;16.8;0.4;15.5;18.1;1.9;10;0.3;1010.8;1007;2012;6;19;Santander;Primavera
19/06/2012;21.6;21.5;16.4;26.8;0.8;13.9;1.8;939.5;936.3;2012;6;19;Albacete;Primavera
20/06/2012;17;0;15.8;18.3;3.3;8.6;0.3;1008;1002.3;2012;6;20;Santander;Primavera
20/06/2012;24;0;15.7;32.3;1.7;7.2;13.7;939.6;936.2;2012;6;20;Albacete;Primavera
21/06/2012;18.8;0;15.7;21.8;6.7;20.6;2.6;1016.8;999.6;2012;6;21;Santander;Verano
21/06/2012;24.4;0;18.4;30.4;2.5;9.7;13.9;941.7;938.3;2012;6;21;Albacete;Verano
22/06/2012;16.6;0;14.9;18.2;3.3;5.8;4.3;1019.9;1016.3;2012;6;22;Santander;Verano
22/06/2012;25.7;0;17.7;33.7;1.7;9.4;14;944.8;940.8;2012;6;22;Albacete;Verano
23/06/2012;16.6;0;13.2;19.9;5.8;10;11.1;1019.6;1017.2;2012;6;23;Santander;Verano
23/06/2012;26.2;0;17.1;35.3;1.1;8.9;9.1;946;943.5;2012;6;23;Albacete;Verano
24/06/2012;17.6;0;14.6;20.5;2.5;6.7;14.5;1018.2;1016.5;2012;6;24;Santander;Verano
24/06/2012;28.2;0;17.6;38.7;0.8;8.9;9.1;945.4;941.9;2012;6;24;Albacete;Verano
25/06/2012;18.7;0;16.4;21;2.5;6.1;14.3;1017.6;1015.6;2012;6;25;Santander;Verano
25/06/2012;27.8;0;17.8;37.7;1.7;8.6;9.1;944.9;941.7;2012;6;25;Albacete;Verano
26/06/2012;19.6;0;17.1;22.1;6.7;12.2;7.5;1015.7;1010.7;2012;6;26;Santander;Verano
26/06/2012;30.2;0;21.1;39.3;1.4;6.4;9.1;944.4;942.4;2012;6;26;Albacete;Verano
27/06/2012;25.4;2.2;17.9;31.4;2.8;25.6;7;1010.7;999.9;2012;6;27;Santander;Verano
27/06/2012;29.4;0;21.3;37.5;1.1;8.9;7.4;943.8;939.2;2012;6;27;Albacete;Verano
28/06/2012;18.6;0;17.1;20.2;2.5;9.2;0;1007.2;1004;2012;6;28;Santander;Verano
28/06/2012;30.6;0;23;38.3;2.5;13.6;11.8;939.7;935.5;2012;6;28;Albacete;Verano
